"site","org","region","country","state","suborg","site_type","incident_url","case_number","status","severity","potential_severity","recordable","creator","created_at","updated_at","is_primary_incident","sub_event_type","sub_event_type_details","initial_info_hro_type","incident_date","incident_time","date_reported","time_reported","last_update_to_recordability","last_update_to_severity","map_external_service","map_external_service_id","initial_info_risk_assessment_category","initial_info_risk_assessment_group","initial_info_risk_assessment_hazard","initial_info_risk_assessment_likeliness","initial_info_risk_assessment_severity","initial_risk_assessment_criticality","initial_risk_assessment_likeliness","initial_risk_assessment_severity","post_risk_assessment_criticality","post_risk_assessment_likeliness","post_risk_assessment_severity","initial_info_phase_status","initial_info_updated_at","initial_info_contractor_firm_employee","initial_info_application_isolation_work_risk","initial_info_is_confined_space_in_site_confined_space_inventory","initial_info_date_of_installation","initial_info_date_of_last_inspection","initial_info_date_of_last_preventative_maintenance","initial_info_incident_description","initial_info_did_confined_space_require_permit_to_work","initial_info_did_site_complete_ptw_form","initial_info_did_the_task_require_permit_to_work","initial_info_does_hro_have_standard_documentation","initial_info_equipment_identification_numbers","initial_info_equipment_involved","initial_info_frequency_of_maintenance","initial_info_conveyance_secured_from_operation","initial_info_lifting_focal_points","initial_info_incident_location","initial_info_pit_event_make","initial_info_number_of_entry_points","initial_info_number_of_exit_points","initial_info_pit_id","initial_info_pit_process","initial_info_safe_working_load","initial_info_hro_sub_type_of_auto_machine","initial_info_type_of_arc_flash","initial_info_type_of_automation_event","initial_info_type_of_cid_event","initial_info_contractor_type","initial_info_type_of_electric_shock","initial_info_type_of_lifting_equipment","initial_info_type_of_hazards_involved","initial_info_type_of_load","initial_info_type_of_packaging_or_sortation_machine","initial_info_pit_type","initial_info_wah_activity_related_to","initial_info_fire_watch_arranged","initial_info_fire_watch_stationed_in_hot_area","initial_info_hot_work_conducted_in_designated_areas","initial_info_temporary_hot_work_area_used","initial_info_weight_of_load","initial_info_employee_occupation","initial_info_contractor_firm_related","initial_info_agency_name","initial_info_contractor_department","initial_info_work_height_from_ground","initial_info_was_work_specific_cip_in_place","initial_info_shift","initial_info_shift_start_time","initial_info_manager_supervisor_alias","investigation_phase_status","investigation_updated_at","investigation_hours_pit_operated_last_30_days","investigation_product_involved","investigation_asin","investigation_witness_statements_available","investigation_witness_statements_description","investigation_date_of_first_certification","investigation_date_of_last_certification","investigation_documentation_standards_policies","investigation_documentation_equipment","investigation_documentation_associate_or_personal","investigation_documentation_activity_or_processes","investigation_driver_information","investigation_evidence_near_incident_location","investigation_evidence_near_incident_location_description","investigation_hours_driven_in_week","investigation_last_day_off","investigation_make_of_pit_event","investigation_object_substance_involved","investigation_primary_object_type","investigation_secondary_object_type","investigation_photos_available","investigation_recreation_photos_available","investigation_pit_rule_type","investigation_pit_rule_type_secondary","investigation_telematics","investigation_tools_or_equipment_condition","investigation_tools_or_equipment_condition_description","investigation_primary_impact","investigation_secondary_impact","investigation_video_footage_available","investigation_was_pit_rules_violated","rca_phase_status","rca_updated_at","rca_primary_cause","rca_root_cause_variant","rca_root_cause_other","rca_contributing_factor_category","rca_contributing_factor_human_behaviour","rca_contributing_factor_org_process","rca_contributing_factor_org_workplace","rca_contributing_factor_tech_equipment","rca_contributing_factor_tech_material","rca_contributing_factorhuman_leadership","rca_external_analysis_link","rca_comments","badge_color"
"HMD3","AMZL","NA","US","Maryland","AMZL-NA-R2L","SSD DC","https://NA.ehs-amazon.com/incidents/incident/dd961655-0d6c-4737-a791-dec6e78b36ab/summary","HMD3-24-202","CLOSED","PENDING","C",0,"hedgecod","2024-09-03 04:15:13.997","2025-02-06 20:50:56.063",0,"PIT","PIT vs Structure",,"2024-09-02 00:00:00","2024-09-04T00:54:00.867Z","2024-09-02 00:00:00","2024-09-04T01:00:00.000Z","2024-09-03 04:15:13.997","2024-09-03 04:15:13.997","Austin",,"Competence, Awareness, and Training","Management Standards","None","UNLIKELY","MINOR","LOW","UNLIKELY","MINOR","LOW","UNLIKELY","MINOR","COMPLETED","2025-02-06 21:53:01.477",,,,,,,"On 9/02/2024 at approximately at 20:54, associate was attempting to refuel their OP. Associate stated they were trying to refuel but were having difficulty. When they couldn’t get pump to charge they stated they returned to their OP to try another fuel pump and forgot to detached hose before driving off.",,,,,,,,,,"PIT Parking","Crown",,,"SP6786","PIT Charging",,,,,,,,,,,,"Vertical Order Picker [VOP]",,,,,,,"Amazon Warehouse Associate","Employee",,,,,,,"a62d96c9-4509-49f5-910c-d38fcd66a1fd","COMPLETED","2025-02-06 21:58:23.022",,"False",,"True","{""id"":""828a416e-1cb3-4354-81c0-098fba5a9711"",""linkingId"":""573cf847-b1f7-47ae-ba25-35a9bbedadfc"",""metadata"":{""fileName"":""witness statement 1 for high risk PIT 9.2.2024.pdf"",""fileSizeBytes"":368627,""lastModifiedDate"":""2024-09-03T04:58:52.323Z"",""type"":""application/pdf"",""uploadDate"":""2024-09-03T04:58:52.323Z""}}",,,"False","False","False","False","False","False",,,,"Crown","False",,,"False","False",,,"False",,,"Motor vehicle","Collision with utilities","True",,"COMPLETED","2025-02-06 21:57:56.025","Inadequate or missing standards or procedures","Missing standards or procedures",,"Human - Behaviour","Using equipment improperly",,,,,,,"N/A","BLUE"
"HMD3","AMZL","NA","US","Maryland","AMZL-NA-R2L","SSD DC","https://NA.ehs-amazon.com/incidents/incident/df8f1872-30b3-4882-9a40-b77f9baf9554/summary","HMD3-25-77","CLOSED","PENDING","B",0,"bhattamc","2025-03-26 08:23:32.631","2025-03-31 02:09:43.641",1,"PIT","PIT vs PIT",,"2025-03-26 00:00:00","2025-03-26T06:45:00Z","2025-03-26 00:00:00","2025-03-26T06:49:00Z","2025-03-26 08:23:32.631","2025-03-26 08:23:32.631","Austin",,"Motorized_Vehicle_Operation","Safety","Interaction (PIT/PIT)","POSSIBLE","SIGNIFICANT","SUBSTANTIAL","POSSIBLE","SIGNIFICANT","SUBSTANTIAL","POSSIBLE","SIGNIFICANT","COMPLETED","2025-03-26 08:39:28.385",,,,,,,"Detailed definition of the incident: On 03/26/2025, at approximately 2:45 AM, Associate AA1 was working in Transfer Out Pick. While heading for a break, AA1 failed to stop and ran over the stop sign, resulting in a collision with another associate, AA2, who was approaching from the HMD3 side. AA1 was coming from the HSE1 side and did not stop, while AA2 also failed to make a complete stop. The incident occurred at the HMD3 ICQA intersection.
Neither associate sustained injuries, and no damages were observed. Both associates were found to be in violation of safety protocols. As a result, their OP permissions were revoked, and witness statements were collected. The safety specialist was notified immediately.
",,,,,,,,,,"Intersection","Crown ",,,"Crown","Pick",,,,,,,,,,,,"Vertical Order Picker [VOP]",,,,,,,"Amazon Warehouse Associate","Employee",,,,,,,"a62d96c9-4509-49f5-910c-d38fcd66a1fd","COMPLETED","2025-03-26 08:57:20.606","91-120","False",,"True","(HMD3-25-77) ",,,"False","False","False","False","False","False",,,,"Crown ","False",,,"False","False","PIT","5 points of contact","False","False",,"Struck by or against","Moving, rolling or sliding object","True","True","COMPLETED","2025-03-26 09:04:13.066","Inadequate or missing standards or procedures","Missing standards or procedures",,"Human - Behaviour","Failure to observe traffic rules or signage",,,,,,,"N/A","BLUE"
"HMD3","AMZL","NA","US","Maryland","AMZL-NA-R2L","SSD DC","https://NA.ehs-amazon.com/incidents/incident/df93123e-6a15-448e-85a2-9f7abe1bbba6/summary","HMD3-25-167","CLOSED","PENDING","D",0,"gvotta","2025-09-01 06:49:33.540","2025-09-01 13:26:04.734",1,"PIT","PIT vs PIT",,"2025-09-01 00:00:00","2025-09-01T04:05:00Z","2025-09-01 00:00:00","2025-09-01T05:00:00Z","2025-09-01 06:49:33.540","2025-09-01 06:49:33.540","Austin",,"Equipment_Mechanical","Safety","Struck by","UNLIKELY","NEGLIGIBLE","NEGLIGIBLE","UNLIKELY","NEGLIGIBLE","NEGLIGIBLE","UNLIKELY","NEGLIGIBLE","COMPLETED","2025-09-01 07:13:06.758",,,,,,,"On 09/01/2025, at approximately 12:05 AM, Associate 1 (polkphyl) was working in Stow Path. The AA partially entered into aisle 102 and states that another unknown aa in the aisle told her to back out of the aisle. At this time, associate 2 (kiggundt), also attempting to enter VNA 102, lined up behind AA1 (polkphyl).  AA1 (polkphyl) backed up out of VNA 102, without looking back towards her path of travel.  AA1’s (Polkphyl) OP Cage struck the front of AA2’s (kiggundt) OP causing no noticeable damage.  
Neither associate sustained injuries, and no damages were observed. AA1 (polkphyl) was found to be in violation of safety protocols. As a result, their OP permissions were revoked, and witness statements were collected. The safety specialist was notified immediately and a drug test was ordered.
",,,,,,,,,,"VNA (Very Narrow Aisle)","Crown",,,"unknown","Stow",,,,,,,,,,,,"Vertical Order Picker [VOP]",,,,,,,"Amazon Warehouse Associate","Employee",,,,,,,"08b88b6b-8dbf-44a5-ae57-5e7f98ead563","COMPLETED","2025-09-01 07:48:10.525",,"False",,"True","(HMD3-25-167) ",,,"False","False","False","False","False","False",,,,"Crown","False",,,"False","False","PIT","Travel/turning with elevated load/operator/forks","False","False",,"Struck by or against","Forklift/misc. machines/equipment","True","True","COMPLETED","2025-09-01 07:38:23.769","Training or knowledge-transfer","Inadequate recall of training material",,"Human - Behaviour","Deviation from defined process / Drift (Procedure, SOP, PMV/PtW)",,,,,,,"N/A","BLUE"
"HMD3","AMZL","NA","US","Maryland","AMZL-NA-R2L","SSD DC","https://NA.ehs-amazon.com/incidents/incident/ec24e501-6b33-4259-b629-b52f342f05a2/summary","HMD3-22-ec24e501","CLOSED","PENDING","B",0,"ryanpew","2022-11-25 22:31:47.077","2025-02-06 20:50:01.554",0,"PIT","PIT vs PIT",,"2022-11-25 00:00:00","2022-11-25T20:50:00.866Z","2022-11-25 00:00:00","2022-11-25T20:50:00.178Z","2022-11-25 22:31:47.077","2022-11-25 22:31:47.077","Austin",,"Motorized_Vehicle_Operation","Safety",,"HIGHLY_UNLIKELY","SIGNIFICANT","LOW","HIGHLY_UNLIKELY","SIGNIFICANT","LOW","HIGHLY_UNLIKELY","SIGNIFICANT","COMPLETED","2025-02-06 21:59:10.837",,,,,,,"AA was Picking in HMD3 after finishing a pick in aisle 356 and traveling to their next pick in aisle 106. The AA was traveling on the backside of VNA 200’s when an AA in pick path was coming to the end of aisle 236. The AA coming down the pit lane had oncoming traffic so they held tight to the right side of their pit lane. The AA coming to the end of 236 failed to stop before their machine made contact with the AA passing by. The impact caused the battery of the impacted OP to slide out. 
The associate was working at HMD3 Ambient Pick when the incident occurred.
",,,,,,,,,,"Ambient","Crown",,,"N/A","Pick",,,,,,,,,,,,"high-level-stock-picker",,,,,,,"Amazon Warehouse Associate","Employee",,,,,,,"594d20ce-6afc-4cee-b154-cb948b578880","COMPLETED","2025-02-06 22:00:54.431",,"False",,"True","{""id"":""83373992-3f12-4a60-880e-0087d4ce6300"",""type"":""img""}",,,"False","False","False","False","False","False",,,,"Crown","False",,,"True","False",,,"False","False",,"Struck by or against","Motor vehicle","False","False","COMPLETED","2025-02-06 21:59:10.960","Training or knowledge-transfer","Inadequate recall of training material",,"Human - Behaviour",,,,,,,,"N/A","BLUE"
"HMD3","AMZL","NA","US","Maryland","AMZL-NA-R2L","SSD DC","https://NA.ehs-amazon.com/incidents/incident/f14c9104-7e38-4139-b343-9e3bac60a7a5/summary","HMD3-22-f14c9104","CLOSED","PENDING","B",0,"gurindis","2022-10-01 09:18:55.561","2025-02-06 20:50:26.337",0,"PIT","PIT vs PIT",,"2022-10-01 00:00:00","2022-10-01T06:22:00.000Z","2022-10-01 00:00:00","2022-10-01T06:22:00.000Z","2022-10-01 09:18:55.561","2022-10-01 09:18:55.561","Austin",,"Equipment_Mechanical","Safety","Struck by","POSSIBLE","SIGNIFICANT","SUBSTANTIAL","POSSIBLE","SIGNIFICANT","SUBSTANTIAL","POSSIBLE","SIGNIFICANT","COMPLETED","2025-02-06 22:02:04.133",,,,,,,"On 10/01/2022 at approximately 02:22AM caedmhag was working in Out-Bound picking while they were driving around the corner from VNA 284 towards 300 VNAs. Edmoerob was working in In-bound stowing, driving their Order Picker (OP) from 300s headed towards VNA 200s. As caedmhag was about to make a right turn, they struck edmoerob’s OP towards the back where the cage meets the OP floor. This resulted in caedmhag’s OP (#3061) locking out. Edmoerob’s OP was not locked out. Caedmhag got off the OP and approached safety team member who were standing in Outbound palletize area. Caedmhag explained the safety member what happened. AA said they misjudged the distance of the oncoming OP. An AM approached the incident scene on time to unlock the OP. There was no damage to either OP. Video footage of the incident was reviewed to determine a near miss or PIT incident. The latter was determined. Video showed edmoerob taking significant turn to the right prior to the impact to avoid the incident. Both AAs were directed to AMCare for drug testing and report filing.",,,,,,,,,,"Other","Crown",,,"3061","Pick",,,,,,,,,,,,"center-controlled-low-level-order-picker",,,,,,,"Amazon Warehouse Associate","Employee",,,,,,,"19c415c2-c98b-4368-9203-ba821f0aabaa","COMPLETED","2025-02-06 22:00:45.046",,"False",,"False",,,,"False","False","True","False","False","False",,,,"Crown","False",,,"False","True",,,"False","False",,"Struck by or against","Moving, rolling or sliding object","False","False","COMPLETED","2025-02-06 22:01:38.624","Training or knowledge-transfer","Inadequate recall of training material",,"Human - Behaviour","Failure to assess hazards prior to commencing task",,,,,,,"N/A","BLUE"
"HMD3","AMZL","NA","US","Maryland","AMZL-NA-R2L","SSD DC","https://NA.ehs-amazon.com/incidents/incident/fb00423a-2288-4560-b2de-00dd01e65053/summary","HMD3-25-130","CLOSED","PENDING","D",0,"gvotta","2025-06-11 05:46:22.973","2025-06-12 00:14:16.204",1,"PIT","PIT vs PIT",,"2025-06-11 00:00:00","2025-06-11T05:05:00Z","2025-06-11 00:00:00","2025-06-11T05:06:00Z","2025-06-11 05:46:22.973","2025-06-11 05:46:22.973","Austin",,"Motorized_Vehicle_Operation","Safety","Interaction (PIT/PIT)","UNLIKELY","NEGLIGIBLE","NEGLIGIBLE","UNLIKELY","NEGLIGIBLE","NEGLIGIBLE","UNLIKELY","NEGLIGIBLE","COMPLETED","2025-06-11 06:13:05.020",,,,,,,"At 1:05 two associates (andpresn & thfishey) collided their forklifts on the outbound dock in front of door 223.  Andpresn was driving PIT RC1977 and thfishey was driving PIT RC8465. Andpresn  was headed from dock door 227 to dock door 220.  When Andpresn approached door 223, thfishey was in a bay moving a pallet of UPP for a water spider.  Andpresn states that he honked his horn twice and then proceeded towards door 220.  Thfishey backed out of the bay and collided with Andpresn's PIT on the right side of the external body.  Neither PIT sustained any visible damage.  There were no injuries and andpresn immediately notified leadership of the incident.",,,,,,,,,,"Outbound Dock","Crown",,,"RC8465","Pallet drop /Pallet staging",,,,,,,,,,,,"Counter Balance Truck [CBTR]",,,,,,,"Amazon Warehouse Associate","Employee",,,,,,,"a62d96c9-4509-49f5-910c-d38fcd66a1fd","COMPLETED","2025-06-11 07:27:06.101",,"False",,"True","(HMD3-25-130) ",,,"False","False","False","False","False","False",,,,"Crown","False",,,"False","False",,,"False","False",,"Struck by or against","Forklift/misc. machines/equipment","True","False","COMPLETED","2025-06-11 07:27:41.743","Communication","Other","he associates assumed the other knew their whereabouts, instead of slowing down to ensure they properly communicated their positions and intentions.","Human - Behaviour","Failure to look in the direction of travel",,,,,,,"N/A","BLUE"
"HMD3","AMZL","NA","US","Maryland","AMZL-NA-R2L","SSD DC","https://NA.ehs-amazon.com/incidents/incident/fcbf4132-13d2-4c64-9d0e-405a540d523c/summary","HMD3-25-174","CLOSED","PENDING","D",0,"jrgerard","2025-09-17 03:06:58.480","2025-10-10 16:14:28.124",1,"PIT","PIT vs PIT",,"2025-09-16 00:00:00","2025-09-17T02:03:00Z","2025-09-16 00:00:00","2025-09-17T02:04:00Z","2025-09-17 03:06:58.480","2025-09-17 03:06:58.480","Austin",,"Work Environment","Safety","Working in confined space","UNLIKELY","NEGLIGIBLE","NEGLIGIBLE","UNLIKELY","NEGLIGIBLE","NEGLIGIBLE","UNLIKELY","NEGLIGIBLE","COMPLETED","2025-09-17 03:25:22.032",,,,,,,"On 09/16/2025 at approximately 10:03 PM AA – Chridodo -  working in Picking was heading towards the Outbound Car Wash. While passing VNA 239 with a full load, AA – Chridodo slowed down to make a U-turn around pillar C-8. At the same time as AA – Chridodo – was turning around, AA – Serenine – was driving down the main drive aisle after picking up a full stow cage from the Inbound Car Wash. AA – Chridodo then continued on and collided with the side of AA – Serenine ‘s Order Picker. Leadership was standing nearby, saw it happen and followed up with the AAs immediately.",,,,,,,,,,"Car wash","Crown",,,"2209","Pick",,,,,,,,,,,,"Vertical Order Picker [VOP]",,,,,,,"Amazon Warehouse Associate","Employee",,,,,,,"08b88b6b-8dbf-44a5-ae57-5e7f98ead563","COMPLETED","2025-09-17 03:31:08.577",,"False",,"True","(HMD3-25-174) ",,,"False","False","False","False","False","False",,,,"Crown","True","PIT","Order picker","False","False",,,"False","False",,"Struck by or against","Forklift/misc. machines/equipment","True","False","COMPLETED","2025-09-17 04:07:02.180","Inadequate or missing standards or procedures","Missing standards or procedures",,"Organizational - Workplace",,,"Failure to observe traffic rules or signage",,,,,"N/A","BLUE"
"HMD3","AMZL","NA","US","Maryland","AMZL-NA-R2L","SSD DC","https://NA.ehs-amazon.com/incidents/incident/feca6d27-4aeb-4bd0-98c8-beeb9c4a30da/summary","HMD3-25-11","CLOSED","PENDING","C",0,"salifidr","2025-01-09 07:57:47.263","2025-02-06 20:50:25.308",1,"PIT","PIT vs Inventory",,"2025-01-06 00:00:00","2025-01-07T03:00:00Z","2025-01-06 00:00:00","2025-01-07T03:01:00Z","2025-01-09 07:57:47.263","2025-01-09 07:57:47.263","Austin",,"Competence, Awareness, and Training","Management Standards","None","POSSIBLE","MINOR","MEDIUM","POSSIBLE","MINOR","MEDIUM","POSSIBLE","MINOR","COMPLETED","2025-02-06 21:58:53.256",,,,,,,"On January 06th, 2025 at approximately between 10:00pm, AA was working in Inbound trailer unloading path. AA was trying to remove pallet from trailer. While AA was unloading the trailer on DD242, AA was pulling a double stack of UPP pallets out of the trailer. AA had the double stacked pallets out but while backing up AA lift the fork at the same time which resulted in forklift caught at the bottom of the pallets. As a result, the stacked pallets rolled over and failed. Area manager on duty was notified and safety was contacted immediately.",,,,,,,,,,"Inbound Dock","CROWN",,,"NA","Pallet drop /Pallet staging",,,,,,,,,,,,"Low Level Order Picker [LLOP]",,,,,,,"Amazon Warehouse Associate","Employee",,,,,,,"2808b948-88a9-4b17-a885-cfcebd549dc7","COMPLETED","2025-02-06 22:01:46.096",,"False",,"False",,,,"False","False","False","False","False","False",,,,,"False",,,"False","False","PIT load handling safety","Double-stacked pallets","False","False",,"Struck by or against","Forklift/misc. machines/equipment","False","True","COMPLETED","2025-02-06 22:01:46.046","Inadequate or missing standards or procedures","Missing standards or procedures",,"Organizational - Process",,"Using equipment improperly",,,,,,"N/A","BLUE"
"HMD3","AMZL","NA","US","Maryland","AMZL-NA-R2L","SSD DC","https://NA.ehs-amazon.com/incidents/incident/ff823369-bb21-43d4-bec8-13f7a81ff4ef/summary","HMD3-23-157","CLOSED","PENDING","C",0,"tevonlah","2023-11-01 09:26:00.013","2025-02-06 20:50:30.509",0,"PIT","PIT vs Structure",,"2023-11-01 00:00:00","2023-11-01T08:12:00.712Z","2023-11-01 00:00:00","2023-11-01T08:25:00.818Z","2023-11-01 09:26:00.013","2023-11-01 09:26:00.013","Austin",,"Motorized_Vehicle_Operation","Safety","Interaction (PIT/Object)","POSSIBLE","MINOR","MEDIUM","POSSIBLE","MINOR",,,,"COMPLETED","2025-02-06 21:56:50.955",,,,,,,"At around 04:12 am on 11/1/23 the aa was turning to enter their aisle P-1-A175 when they turned too hard and struck the racking of the aisle, locking out their op. A manager an dPA arrived to asses the situation after hearing the loud crash and the impact alarm. The aa stated they were ok and refused first aid. The op was found in a location indicating that the operator was attempting to enter the aisle in the wrong way. They were pulled of the OP and video footage of the incident will be reviewed. ",,,,,,,,,,"Ambient","Crown",,,"SP8812","Pick",,,,,,,,,,,,"turrent-order-picker-vna",,,,,,,"Amazon Warehouse Associate","Employee",,,,,,,"2808b948-88a9-4b17-a885-cfcebd549dc7","COMPLETED","2025-02-06 21:46:05.921",,"False",,"False",,,,"False","False","False","False","False","False",,,,"Crown","False",,,"False","False",,,"False","False",,"Struck by or against","Forklift/misc. machines/equipment","True","False",,,,,,,,,,,,,,,"BLUE"
"HMW3","AMZL","NA","US","Wisconsin","AMZL-NA-R2L","SSD DC","https://NA.ehs-amazon.com/incidents/incident/0051ec0c-e6d8-4207-af52-f14e31b38e8e/summary","HMW3-25-989","CLOSED","PENDING","D",0,"rwsharp","2025-09-01 05:53:01.749","2025-09-07 23:24:38.548",1,"PIT","PIT vs PIT",,"2025-09-01 00:00:00","2025-09-01T05:48:00Z","2025-09-01 00:00:00","2025-09-01T05:50:00Z","2025-09-01 05:53:01.749","2025-09-01 05:53:01.749","Austin",,"Vehicle Operation - OTR","Safety","Vehicle Struck By","HIGHLY_UNLIKELY","NEGLIGIBLE","NEGLIGIBLE","HIGHLY_UNLIKELY","NEGLIGIBLE",,,,"COMPLETED","2025-09-07 23:24:35.953",,,,,,,"Pit on Pit collison ",,,,,,,,,,"Inbound Dock","Raymond",,,"OP 23","Pick",,,,,,,,,,,,"Vertical Order Picker [VOP]",,,,,,,"Amazon Warehouse Associate","Employee",,,,,,,"a7e26924-4ec7-45c7-b959-2c5b3bbb95af","READY","2025-09-07 23:24:38.449",,,,,,,,,,,,,,,,,"Raymond",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BLUE"
"HMW3","AMZL","NA","US","Wisconsin","AMZL-NA-R2L","SSD DC","https://NA.ehs-amazon.com/incidents/incident/00bd75fc-5a1b-4c9d-abfe-7b3af97128a5/summary","HMW3-25-938","CLOSED","PENDING","C",0,"robdjone","2025-08-25 19:31:25.914","2025-08-31 16:30:14.670",1,"PIT","PIT vs PIT",,"2025-08-25 00:00:00","2025-08-25T16:44:00Z","2025-08-25 00:00:00","2025-08-25T19:00:00Z","2025-08-25 19:31:25.914","2025-08-25 19:31:25.914","Austin",,"Motorized_Vehicle_Operation","Safety","Interaction (PIT/PIT)","UNLIKELY","MINOR","LOW","UNLIKELY","MINOR","LOW","UNLIKELY","MINOR","COMPLETED","2025-08-25 19:40:25.282",,,,,,,"On 8/25/2025 at approximately 11:44 AM the AA operating OP 133 backed out of their parking spot hitting another moving OP.  The AA operating OP 030 had the right of way, being in the drive aisle of PIT parking when they were hit on the right side of their OP near the battery power plant.  After the impact, both OP operators did not report the impact and continued in path.  The incident was reported to leadership by another AA at approximately 12:16 PM.  At that time, Safety was notified and they began the investigation.  The investigation led to the AA's being identified and notified.  ",,,,,,,,,,"Onsite Parking Lot","Raymond",,,"OP133","PIT Parking",,,,,,,,,,,,"Vertical Order Picker [VOP]",,,,,,,"Amazon Warehouse Associate","Employee",,,,,,,"f59b3de2-01d8-441c-a84f-63020b78c3ad","COMPLETED","2025-08-25 19:55:12.991",,"False",,"True","(HMW3-25-938) cjerimi,(HMW3-25-938) mcgqadon,(HMW3-25-938) cdetheri",,,"False","False","False","False","False","False",,,,"Raymond","True","Cage,PIT","Order Picker (OP) Cage,Order picker","False","False",,,"False","True","OP 030, OP 133","Struck by or against","Forklift/misc. machines/equipment","True","False","COMPLETED","2025-08-25 19:49:45.762","Training or knowledge-transfer","Inadequate recall of training material",,"Human - Behaviour","Failure to assess hazards prior to commencing task",,,,,,"N/A","N/A","BLUE"
